SIREN;NIC;SIRET;Statut de diffusion de l'établissement;Date de création de l'établissement;Tranche de l'effectif de l'établissement;Tranche de l'effectif de l'établissement triable;Année de la tranche d'effectif de l'établissement;Activité principale de l'établissement;Date de la dernière mise à jour de l'établissement;Etablissement siège;Nombre de periodes de l'établissement;Complément d'adresse de l'établissement;Numéro de voie de l'établissement;Indice de répétition de l'établissement;Type de voie de l'établissement;Libellé de la voie de l'établissement;Code postal de l'établissement;Commune de l'établissement;Libellé de la commune de l'établissement à l'étranger;Distribution spéciale de l'établissement;Code commune de l'établissement;Code cedex de l'établissement;Libellé cedex de l'établissement;Code du pays de l'établissement étranger;Libellé du pays de l'établissement étranger;Complément d'adresse de l'établissement 2;Numero de voie de l'établissement 2;Indice de répétition de l'établissement 2;Type de voie de l'établissement 2;Libellé de la voie de l'établissement 2;Code postal de l'établissement 2;Libellé de la commune de l'établissement 2;Libellé de la commune de l'établissement étranger 2;Distribution spéciale de l'établissement 2;Code de la commune de l'établissement 2;Code cedex de l'établissement 2;Libellé cedex de l'établissement 2;Code pays de l'établissement;Libellé du pays de l'établissement étranger;Date du début de la période de l'établissement;Etat administratif de l'établissement;Enseigne de l'établissement 1;Enseigne de l'établissement 2;Enseigne de l'établissement 3;Dénomination usuelle de l'établissement;Activité principale de l'établissement;Nomenclature principale de l'établissement;Caractère employeur de l'établissement;Statut de diffusion de l'unité légale;Unité légale purgée;Date de création de l'unité légale;Sigle de l'unité légale;Civilité de la personne physique;Prénom de la personne physique 1;Prénom de la personne physique 2;Prénom de la personne physique 3;Prénom de la personne physique 4;Prénom usuel de la personne physique;Pseudonyme de la personne physique;Identifiant association de l'unité légale;Tranche de l'effectif de l'unité légale;Tranche de l'effectif de l'unité légale triable;Année de la tranche de l'effectif de l'unité légale;Date du dernier traitement de l'unité légale;Nombre de périodes de l'unité légale;Catégorie de l'entreprise;Année de la catégorie de l'entreprise;Date de début de l'unité légale;Etat administratif de l'unité légale;Nom de la personne physique;Nom d'usage de la personne physique;Dénomination de l'unité légale;Dénomination usuelle de l'unité légale 1;Dénomination usuelle de l'unité légale 2;Dénomination usuelle de l'unité légale 3;Catégorie juridique de l'unité légale;Activité principale de l'unité légale;Nomenclature de l'activité principale de l'unité légale;NIC du siège de l'unité légale;Economie sociale et solidaire unité légale;Société à mission unité légale;Caractère employeur de l'unité légale;Code EPCI de l'établissement;Libellé de l'EPCI de l'établissement;Code de l'arrondissement de l'établissement;Code du département de l'établissement;Département de l'établissement;Code de la région de l'établissement;Région de l'établissement;Section de l'établissement;Sous-section de l'établissement;Division de l'établissement;Groupe de l'établissement;Classe de l'établissement;Section de l'unité légale;Sous-section de l'unité légale;Division de l'unité légale;Groupe de l'unité légale;Classe de l'unité légale;Nature juridique de l'unité légale;Première ligne de l'adressage;Adresse de l'établissement;SIRET du siège de l'unité légale;Date de fermeture de l'établissement;Date de fermeture de l'unité légale;Géolocalisation de l'établissement
469501654;00039;46950165400039;O;;Etablissement non employeur;-1;;;2019-02-20T08:42:47-03:00;oui;1;;48;;Rue;JACQUEMARS GIELEE;59800;LILLE;;;59350;;;;;;;;;;;;;;;;;;;1988-12-25;Fermé;;;;;58.04;NAP;Non;O;true;1969-12-25;;;;;;;;;;;;;;1;;;;Cessée;;;CHALEUR ET CONFORT;;;;5599;58.04;NAP;00039;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Commerce de gros de matériel électrique et électronique;Commerce de gros non alimentaire;Commerce de gros non alimentaire;;Commerce;Commerce de gros de matériel électrique et électronique;Commerce de gros non alimentaire;Commerce de gros non alimentaire;;Commerce;SA à conseil d'administration (s.a.i.);;48 Rue JACQUEMARS GIELEE;46950165400039;1988-12-25;;50.63361, 3.055855
851198457;00018;85119845700018;O;2019-04-17;;;;;2019-07-09T00:50:42-03:00;oui;2;;69;;Rue;JEAN CARPENTIER;59112;ANNOEULLIN;;;59011;;;;;;;;;;;;;;;;;;;2019-06-17;Actif;;;;;68.20B;NAFRev2;Non;O;;2019-04-17;;;;;;;;;;;;;2019-07-09T00:50:42-03:00;2;;;2019-06-17;Active;;;2MAJ;;;;6540;68.20B;NAFRev2;00018;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Société civile immobilière;;69 Rue JEAN CARPENTIER;85119845700018;;;50.526715, 2.92603
413034935;00028;41303493500028;O;2000-03-01;Etablissement non employeur;-1;;;;oui;4;;7;;Rue;MARCEAU;59110;LA MADELEINE;;;59368;;;;;;;;;;;;;;;;;;;2002-07-25;Fermé;;;;;28.7P;NAF1993;Oui;O;;1997-07-03;AFS;;;;;;;;;;;;2020-07-10T08:34:31-03:00;3;;;1997-12-25;Active;;;ART ET FERRONNERIE SIX;;;;5499;28.7P;NAF1993;00028;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Industrie manufacturière;Métallurgie et travail des métaux;Travail des métaux;Fabrication d'autres ouvrages en métaux;Fabrication d'articles métalliques n.c.a.;Industrie manufacturière;Métallurgie et travail des métaux;Travail des métaux;Fabrication d'autres ouvrages en métaux;Fabrication d'articles métalliques n.c.a.;Société à responsabilité limitée (sans autre indication);;7 Rue MARCEAU;41303493500028;2002-07-25;;50.655417, 3.058564
829287762;00035;82928776200035;P;2021-05-01;;;;;2022-07-14T05:42:43-03:00;non;2;[ND];[ND];[ND];[ND];[ND];[ND];LILLE;;[ND];59350;[ND];[ND];;;[ND];;[ND];[ND];[ND];[ND];;;[ND];;[ND];[ND];;;2022-07-11;Fermé;[ND];[ND];[ND];[ND];96.09Z;NAFRev2;Non;P;;2017-05-02;[ND];;[ND];[ND];[ND];[ND];[ND];[ND];;;;;2022-08-06T09:46:04-03:00;5;PME;2020;2022-07-11;Active;[ND];[ND];[ND];[ND];[ND];[ND];1000;96.09Z;NAFRev2;00043;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Autres activités de services;Autres services personnels;Autres services personnels;Autres services personnels n.c.a.;Autres services personnels n.c.a.;Autres activités de services;Autres services personnels;Autres services personnels;Autres services personnels n.c.a.;Autres services personnels n.c.a.;Entrepreneur individuel;;[ND] [ND] [ND] [ND];82928776200043;2022-07-11;;50.631855028, 3.046986424
393044292;00026;39304429200026;O;1995-10-04;Etablissement non employeur;-1;;;2021-06-04T16:34:17-03:00;oui;4;;2;;Avenue;DU MARECHAL FOCH;59420;MOUVAUX;;;59421;;;;;;;;;;;;;;;;;;;2019-12-31;Fermé;;;;;68.20B;NAFRev2;Non;O;;1993-12-01;;;;;;;;;;Etablissement non employeur;-1;;2021-06-04T16:34:17-03:00;3;;;2008-01-01;Active;;;SCI LOUIS XIV;;;;6540;68.20B;NAFRev2;00026;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Société civile immobilière;;2 Avenue DU MARECHAL FOCH;39304429200026;2019-12-31;;50.702057, 3.139208
339353476;00015;33935347600015;O;1900-01-01;Etablissement non employeur;-1;;;2019-02-20T08:42:47-03:00;non;4;;2;;Rue;FERRER;59260;LILLE;;;59350;;;;;;;;;;;;;;;;;;;1987-12-25;Fermé;;;;;84.12;NAP;Non;O;;1986-11-17;;Masculin;ALAIN;;;;ALAIN;;;;;;2017-05-20T00:52:53-03:00;8;PME;2020;2013-12-01;Active;RYCKEWAERT;;;;;;1000;86.90F;NAFRev2;00031;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Cabinets d'auxiliaires médicaux;Santé (services marchands);Services marchands rendus principalement aux particuliers;;Services marchands;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités de santé humaine non classées ailleurs;Entrepreneur individuel;Monsieur ALAIN RYCKEWAERT;2 Rue FERRER;33935347600031;;;50.624594, 3.09909
814868436;00019;81486843600019;O;2015-12-01;Etablissement non employeur;-1;;9512ZZ;2023-01-27T10:51:18-03:00;oui;2;ET 1 RUE JULES GUESDE;34;;Rue;DES SARRAZINS;59000;LILLE;;;59350;;;;;;1;;Rue;JULES GUESDE - LILLE;59000;LILLE;;;59350;;;;;2018-04-16;Fermé;CORNER MOBILE;;;CORNER MOBILE;47.42Z;NAFRev2;Oui;O;;2015-12-01;;;;;;;;;;Etablissement non employeur;-1;;2020-07-10T09:34:56-03:00;1;;;2015-12-01;Active;;;E-MOBIL;;;;5710;47.42Z;NAFRev2;00019;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé;Commerce de détail de matériels de télécommunication en magasin spécialisé;Commerce de détail de matériels de télécommunication en magasin spécialisé;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé;Commerce de détail de matériels de télécommunication en magasin spécialisé;Commerce de détail de matériels de télécommunication en magasin spécialisé;SAS, société par actions simplifiée;;34 Rue DES SARRAZINS;81486843600019;2018-04-16;;50.625387, 3.049432
522462688;00022;52246268800022;O;2014-05-19;;;;;2021-11-23T01:05:57-03:00;oui;2;;25;;Allée;VAUBAN;59110;LA MADELEINE;;CS 50068;59368;59562;LA MADELEINE CEDEX;;;;;;;;;;;;;;;;;2015-12-31;Actif;;;;;41.10A;NAFRev2;Non;O;;2010-05-04;;;;;;;;;;;;;2021-11-23T01:05:57-03:00;4;GE;2020;2021-11-06;Active;;;SNC BOBIGNY 2 DOMAINES;;;;5202;41.10A;NAFRev2;00022;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Construction;Construction de bâtiments;Promotion immobilière;Promotion immobilière;Promotion immobilière de logements;Construction;Construction de bâtiments;Promotion immobilière;Promotion immobilière;Promotion immobilière de logements;Société en nom collectif;;25 Allée VAUBAN;52246268800022;;;50.646155, 3.072913
488850249;00019;48885024900019;O;2006-03-02;Etablissement non employeur;-1;;;2019-11-21T05:59:05-03:00;oui;4;;29;;Rue;DU MARECHAL LYAUTEY;59370;MONS-EN-BAROEUL;;;59410;;;;;;;;;;;;;;;;;;;2009-09-30;Fermé;DESTINATION MULTISERVICE;;;;61.90Z;NAFRev2;Oui;O;;2006-03-02;;;;;;;;;;Etablissement non employeur;-1;;2019-09-11T00:54:58-03:00;3;;;2009-01-01;Active;;;DESTINATION MULTISERVICE;DESTINATION MULTISERVICE;;;5499;61.90Z;NAFRev2;00019;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Information et communication;Télécommunications;Autres activités de télécommunication;Autres activités de télécommunication;Autres activités de télécommunication;Information et communication;Télécommunications;Autres activités de télécommunication;Autres activités de télécommunication;Autres activités de télécommunication;Société à responsabilité limitée (sans autre indication);;29 Rue DU MARECHAL LYAUTEY;48885024900019;2009-09-30;;50.641612, 3.107701
790010193;00023;79001019300023;O;2020-03-04;;;;;2021-10-02T10:35:59-03:00;oui;1;;43;;Rue;DE LA HAUTE LOGE;59700;MARCQ-EN-BAROEUL;;;59378;;;;;;;;;;;;;;;;;;;2020-03-04;Actif;;;;;68.20B;NAFRev2;Non;O;;2012-12-10;;;;;;;;;;;;;2021-10-02T10:35:59-03:00;2;;;2020-03-04;Active;;;PAPIBET 2012;;;;6540;68.20B;NAFRev2;00023;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Société civile immobilière;;43 Rue DE LA HAUTE LOGE;79001019300023;;;50.672766, 3.086021
518264049;00017;51826404900017;O;2009-08-03;;;;;2010-03-03T08:56:19-03:00;non;2;;61;;Avenue;DE MOSSLEY;59510;HEM;;;59299;;;;;;;;;;;;;;;;;;;2009-12-28;Fermé;;;;;86.90E;NAFRev2;Non;O;;2009-08-03;;Féminin;CAMILLE;;;;CAMILLE;;;;;;2020-02-06T01:08:08-03:00;4;PME;2020;2018-04-01;Active;HECTOR;;;;;;1000;86.90E;NAFRev2;00041;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Entrepreneur individuel;Madame CAMILLE HECTOR;61 Avenue DE MOSSLEY;51826404900041;2009-12-28;;50.660063, 3.210416
902961978;00019;90296197800019;O;2021-10-01;;;;;2021-09-09T06:54:41-03:00;oui;1;;23;;Rue;DE L EGALITE;59700;MARCQ-EN-BAROEUL;;;59378;;;;;;;;;;;;;;;;;;;2021-10-01;Actif;;;;NATHALIE DIEVAL;85.42Z;NAFRev2;Non;O;;2021-10-01;;Féminin;NATHALIE;AUDE;;;NATHALIE;;;;;;2021-09-09T06:54:41-03:00;1;;;2021-10-01;Active;DIEVAL;;;;;;1000;85.42Z;NAFRev2;00019;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Enseignement;Enseignement;Enseignement supérieur et post-secondaire non supérieur;Enseignement supérieur;Enseignement supérieur;Enseignement;Enseignement;Enseignement supérieur et post-secondaire non supérieur;Enseignement supérieur;Enseignement supérieur;Entrepreneur individuel;Madame NATHALIE DIEVAL;23 Rue DE L EGALITE;90296197800019;;;50.663977, 3.103376
505387878;00034;50538787800034;O;2016-03-08;;;;;2021-02-23T11:19:11-03:00;oui;1;SYNERGIE PARK;1;;Rue;LOUIS NEEL;59260;LEZENNES;;;59346;;;;;;;;;;;;;;;;;;;2016-03-08;Actif;;;;;70.10Z;NAFRev2;Non;O;;2008-07-21;;;;;;;;;;;;;2017-05-20T08:16:35-03:00;3;ETI;2020;2016-03-08;Active;;;GREEN YELLOW RODEZ;;;;5202;35.11Z;NAFRev2;00034;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Activités des sièges sociaux;Activités des sièges sociaux;Activités des sièges sociaux;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production, transport et distribution d'électricité;Production d'électricité;Production d'électricité;Société en nom collectif;;1 Rue LOUIS NEEL;50538787800034;;;50.60292, 3.135122
534839188;00016;53483918800016;O;2011-09-19;;;;4322AZ;2014-06-26T22:21:02-03:00;oui;1;;78;;Rue;MARENGO;59200;TOURCOING;;;59599;;;;;;;;;;;;;;;;;;;2011-09-19;Actif;;;;;43.22A;NAFRev2;Non;O;;2011-09-19;;Masculin;ERMINIO;;;;ERMINIO;;;;;;2017-05-20T00:42:05-03:00;1;PME;2020;2011-09-19;Active;DI VINCENZO;;;A T E;;;1000;43.22A;NAFRev2;00016;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Construction;Travaux de construction spécialisés;Travaux d'installation électrique, plomberie et autres travaux d'installation;Travaux de plomberie et installation de chauffage et de conditionnement d'air;Travaux d'installation d'eau et de gaz en tous locaux;Construction;Travaux de construction spécialisés;Travaux d'installation électrique, plomberie et autres travaux d'installation;Travaux de plomberie et installation de chauffage et de conditionnement d'air;Travaux d'installation d'eau et de gaz en tous locaux;Entrepreneur individuel;Monsieur ERMINIO DI VINCENZO;78 Rue MARENGO;53483918800016;;;50.72797, 3.172216
328161187;00013;32816118700013;O;1983-09-12;Etablissement non employeur;-1;;;2008-01-04T17:35:46-02:00;oui;3;RES MARRONNIERS;139;;Avenue;JEAN JAURES;59790;RONCHIN;;;59507;;;;;;;;;;;;;;;;;;;2008-01-01;Actif;;;;;86.90E;NAFRev2;Non;O;;1983-09-12;;Masculin;YVES;;;;YVES;;;Etablissement non employeur;-1;;2017-05-20T00:03:47-03:00;3;PME;2020;2008-01-01;Active;HABERT;;;;;;1000;86.90E;NAFRev2;00013;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Entrepreneur individuel;Monsieur YVES HABERT;139 Avenue JEAN JAURES;32816118700013;;;50.610165, 3.075641
753153626;00019;75315362600019;O;2012-08-02;;;;;2012-08-06T05:44:38-03:00;oui;1;;189;;Rue;LEON BEAUCHAMP;59930;LA CHAPELLE D'ARMENTIERES;;;59143;;;;;;;;;;;;;;;;;;;2012-08-02;Actif;;;;;43.99C;NAFRev2;Non;O;;2012-08-02;;Masculin;KEVIN;;;;KEVIN;;;;;;2017-05-19T22:41:50-03:00;1;PME;2020;2012-08-02;Active;MARTIN;;;;;;1000;43.99C;NAFRev2;00019;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Construction;Travaux de construction spécialisés;Autres travaux de construction spécialisés;Autres travaux de construction spécialisés n.c.a.;Travaux de maçonnerie générale et gros œuvre de bâtiment;Construction;Travaux de construction spécialisés;Autres travaux de construction spécialisés;Autres travaux de construction spécialisés n.c.a.;Travaux de maçonnerie générale et gros œuvre de bâtiment;Entrepreneur individuel;Monsieur KEVIN MARTIN;189 Rue LEON BEAUCHAMP;75315362600019;;;50.678072, 2.87761
827536442;00011;82753644200011;O;2017-01-02;;;;;2019-05-15T00:43:33-03:00;oui;3;APPT 311;28;;Rue;JEAN GIRAUDOUX;59000;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2019-03-31;Actif;;;;;49.41B;NAFRev2;Non;O;;2017-01-02;;;;;;;;;;;;;2019-05-15T00:43:33-03:00;3;PME;2020;2019-03-31;Active;;;BKM TRANSPORT;;;;5499;49.41B;NAFRev2;00011;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Transports et entreposage;Transports terrestres et transport par conduites;Transports routiers de fret et services de déménagement;Transports routiers de fret;Transports routiers de fret de proximité;Transports et entreposage;Transports terrestres et transport par conduites;Transports routiers de fret et services de déménagement;Transports routiers de fret;Transports routiers de fret de proximité;Société à responsabilité limitée (sans autre indication);;28 Rue JEAN GIRAUDOUX;82753644200011;;;50.608285, 3.044577
538718412;00025;53871841200025;O;2018-05-01;;;;;2021-02-24T00:41:24-03:00;non;1;BAT. B;260;;Rue;SALVADOR ALLENDE;59120;LOOS;;;59360;;;;;;;;;;;;;;;;;;;2018-05-01;Actif;;;;;71.11Z;NAFRev2;Non;O;;2011-10-25;;;;;;;;;;6 à 9 salariés;3;2020;2023-04-12T05:38:16-03:00;4;PME;2020;2023-04-01;Active;;;TWIN CONSULTING;;;;5499;71.11Z;NAFRev2;00017;N;N;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités d'architecture et d'ingénierie;Activités d'architecture;Activités d'architecture;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités d'architecture et d'ingénierie;Activités d'architecture;Activités d'architecture;Société à responsabilité limitée (sans autre indication);;260 Rue SALVADOR ALLENDE;53871841200017;;;50.602092, 3.044838
753801166;00020;75380116600020;P;2014-08-01;;;;;2021-12-17T17:00:30-03:00;oui;1;[ND];[ND];[ND];[ND];[ND];[ND];TOURCOING;;[ND];59599;[ND];[ND];;;[ND];;[ND];[ND];[ND];[ND];;;[ND];;[ND];[ND];;;2014-08-01;Actif;[ND];[ND];[ND];[ND];70.21Z;NAFRev2;Non;P;;2012-10-01;[ND];;[ND];[ND];[ND];[ND];[ND];[ND];;;;;2021-12-17T17:00:31-03:00;3;PME;2020;2014-08-01;Active;[ND];[ND];[ND];[ND];[ND];[ND];1000;70.21Z;NAFRev2;00020;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil en relations publiques et communication;Conseil en relations publiques et communication;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil en relations publiques et communication;Conseil en relations publiques et communication;Entrepreneur individuel;;[ND] [ND] [ND] [ND];75380116600020;;;50.725815998, 3.159652714
301099677;00025;30109967700025;O;;Etablissement non employeur;-1;;;2019-02-20T08:42:47-03:00;oui;1;;6;;Rue;DE BOUVINES;59800;LILLE;;;59350;;;;;;;;;;;;;;;;;;;;Fermé;;;;;65.03;NAP;Non;O;true;1975-12-25;;;;;;;;;;;;;;1;;;;Cessée;;;SARL GARAGE ST JUST;;;;5499;65.03;NAP;00025;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Vente et réparation de véhicules automobiles;Réparation et commerce de l'automobile;Réparation et commerce de l'automobile;;Services marchands;Vente et réparation de véhicules automobiles;Réparation et commerce de l'automobile;Réparation et commerce de l'automobile;;Services marchands;Société à responsabilité limitée (sans autre indication);;6 Rue DE BOUVINES;30109967700025;;;50.633666, 3.089576
912491735;00011;91249173500011;O;2022-05-02;;;;;2022-04-14T07:11:44-03:00;oui;1;EST ZI DE ROUBAIX;6;;Rue;DE LA PAPINERIE;59115;LEERS;;;59339;;;;;;;;;;;;;;;;;;;2022-05-02;Actif;;;;;68.20A;NAFRev2;Non;O;;2022-05-02;;;;;;;;;;;;;2022-04-14T07:11:44-03:00;1;;;2022-05-02;Active;;;SCI MOUVAUX 3;;;;6540;68.20A;NAFRev2;00011;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de logements;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de logements;Société civile immobilière;;6 Rue DE LA PAPINERIE;91249173500011;;;50.673187, 3.236464
950720201;00017;95072020100017;O;2023-02-28;;;;;2023-05-17T05:14:39-03:00;oui;1;;229;;Rue;SOLFERINO;59000;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2023-02-28;Actif;;;;;81.21Z;NAFRev2;Non;O;;2023-02-28;;;;;;;;;;;;;2023-05-17T05:14:39-03:00;1;;;2023-02-28;Active;;;ENGA TRAVEL SOLUTIONS SASU;;;;5710;81.21Z;NAFRev2;00017;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités de services administratifs et de soutien;Services relatifs aux bâtiments et aménagement paysager;Activités de nettoyage;Nettoyage courant des bâtiments;Nettoyage courant des bâtiments;Activités de services administratifs et de soutien;Services relatifs aux bâtiments et aménagement paysager;Activités de nettoyage;Nettoyage courant des bâtiments;Nettoyage courant des bâtiments;SAS, société par actions simplifiée;;229 Rue SOLFERINO;95072020100017;;;50.627092, 3.062907
